id,url,title,genres,averageRating,numVotes,releaseYear
tt7681902,https://www.imdb.com/title/tt7681902/,"Won't You Be My Neighbor?","[""Biography"", ""Documentary"", ""History""]",8.3,27383,2018
tt4679210,https://www.imdb.com/title/tt4679210/,Premam,"[""Comedy"", ""Drama"", ""Romance""]",8.3,24624,2015
tt3668162,https://www.imdb.com/title/tt3668162/,"Bangalore Days","[""Comedy"", ""Drama"", ""Romance""]",8.3,23379,2014
tt0376127,https://www.imdb.com/title/tt0376127/,Anniyan,"[""Action"", ""Crime"", ""Drama""]",8.3,22261,2005
tt0058888,https://www.imdb.com/title/tt0058888/,"Red Beard","[""Drama""]",8.3,21653,1965
tt0037674,https://www.imdb.com/title/tt0037674/,"Children of Paradise","[""Drama"", ""Romance""]",8.3,21473,1945
tt9098872,https://www.imdb.com/title/tt9098872/,"The Rescue","[""Action"", ""Documentary"", ""Mystery""]",8.3,21327,2021
tt0110081,https://www.imdb.com/title/tt0110081/,"To Live","[""Drama"", ""War""]",8.3,20899,1994
tt4908644,https://www.imdb.com/title/tt4908644/,"Winter on Fire: Ukraine's Fight for Freedom","[""Documentary"", ""History"", ""War""]",8.3,20827,2015
tt0050634,https://www.imdb.com/title/tt0050634/,"The Cranes Are Flying","[""Drama"", ""Romance"", ""War""]",8.3,20312,1957
tt13391710,https://www.imdb.com/title/tt13391710/,"Jana Gana Mana","[""Crime"", ""Drama"", ""Thriller""]",8.3,17997,2022
tt10214826,https://www.imdb.com/title/tt10214826/,"Agent Sai Srinivasa Athreya","[""Comedy"", ""Crime"", ""Mystery""]",8.3,17350,2019
tt0195231,https://www.imdb.com/title/tt0195231/,Satya,"[""Action"", ""Crime"", ""Drama""]",8.3,17092,1998
tt0062759,https://www.imdb.com/title/tt0062759/,"The Diamond Arm","[""Adventure"", ""Comedy"", ""Crime""]",8.3,16578,1969
tt5312232,https://www.imdb.com/title/tt5312232/,Sairat,"[""Drama"", ""Romance""]",8.3,15042,2016
tt0085743,https://www.imdb.com/title/tt0085743/,"Jaane Bhi Do Yaaro","[""Comedy"", ""Crime"", ""Drama""]",8.3,14900,1983
tt0061847,https://www.imdb.com/title/tt0061847/,"Samurai Rebellion","[""Drama""]",8.3,14422,1967
tt3521134,https://www.imdb.com/title/tt3521134/,"The Look of Silence","[""Biography"", ""Documentary"", ""History""]",8.3,14084,2014
tt0060584,https://www.imdb.com/title/tt0060584/,"Kidnapping, Caucasian Style","[""Adventure"", ""Comedy"", ""Drama""]",8.3,13839,1967
tt2358592,https://www.imdb.com/title/tt2358592/,Lucia,"[""Drama"", ""Sci-Fi"", ""Thriller""]",8.3,13476,2013
tt0072783,https://www.imdb.com/title/tt0072783/,"Chupke Chupke","[""Comedy"", ""Drama"", ""Romance""]",8.3,13373,1975
tt9006564,https://www.imdb.com/title/tt9006564/,2018,"[""Action"", ""Drama"", ""Thriller""]",8.3,13353,2023
tt0068519,https://www.imdb.com/title/tt0068519/,"Gentlemen of Fortune","[""Comedy"", ""Crime"", ""Drama""]",8.3,13160,1971
tt0252619,https://www.imdb.com/title/tt0252619/,"From the Village to the City","[""Comedy""]",8.3,12062,1974
tt2877108,https://www.imdb.com/title/tt2877108/,"Soodhu Kavvum","[""Comedy"", ""Crime"", ""Thriller""]",8.3,12036,2013
tt0139876,https://www.imdb.com/title/tt0139876/,Baasha,"[""Action"", ""Crime"", ""Drama""]",8.3,11733,1995
tt18568902,https://www.imdb.com/title/tt18568902/,"Kaun Pravin Tambe?","[""Biography"", ""Drama"", ""Sport""]",8.3,11305,2022
tt8652818,https://www.imdb.com/title/tt8652818/,"Violet Evergarden: The Movie","[""Animation"", ""Drama"", ""Fantasy""]",8.3,11016,2020
tt0179955,https://www.imdb.com/title/tt0179955/,"Cat City","[""Adventure"", ""Animation"", ""Comedy""]",8.3,10935,1986
tt4851630,https://www.imdb.com/title/tt4851630/,"Maheshinte Prathikaaram","[""Comedy"", ""Drama"", ""Thriller""]",8.3,10719,2016
tt0301634,https://www.imdb.com/title/tt0301634/,"Frozen Stiff","[""Comedy"", ""Drama""]",8.3,10288,2002
tt0993846,https://www.imdb.com/title/tt0993846/,"The Wolf of Wall Street","[""Biography"", ""Comedy"", ""Crime""]",8.2,1624585,2013
tt0372784,https://www.imdb.com/title/tt0372784/,"Batman Begins","[""Action"", ""Crime"", ""Drama""]",8.2,1606638,2005
tt1130884,https://www.imdb.com/title/tt1130884/,"Shutter Island","[""Drama"", ""Mystery"", ""Thriller""]",8.2,1494948,2010
tt0120382,https://www.imdb.com/title/tt0120382/,"The Truman Show","[""Comedy"", ""Drama""]",8.2,1230194,1998
tt0266697,https://www.imdb.com/title/tt0266697/,"Kill Bill: Vol. 1","[""Action"", ""Crime"", ""Thriller""]",8.2,1218410,2003
tt0266543,https://www.imdb.com/title/tt0266543/,"Finding Nemo","[""Adventure"", ""Animation"", ""Comedy""]",8.2,1132358,2003
tt0107290,https://www.imdb.com/title/tt0107290/,"Jurassic Park","[""Action"", ""Adventure"", ""Sci-Fi""]",8.2,1088818,1993
tt0477348,https://www.imdb.com/title/tt0477348/,"No Country for Old Men","[""Crime"", ""Drama"", ""Thriller""]",8.2,1085132,2007
tt0167404,https://www.imdb.com/title/tt0167404/,"The Sixth Sense","[""Drama"", ""Mystery"", ""Thriller""]",8.2,1071984,1999
tt0268978,https://www.imdb.com/title/tt0268978/,"A Beautiful Mind","[""Biography"", ""Drama"", ""Mystery""]",8.2,1001615,2001
tt0095016,https://www.imdb.com/title/tt0095016/,"Die Hard","[""Action"", ""Thriller""]",8.2,960272,1988
tt0075314,https://www.imdb.com/title/tt0075314/,"Taxi Driver","[""Crime"", ""Drama""]",8.2,943366,1976
tt0208092,https://www.imdb.com/title/tt0208092/,Snatch,"[""Comedy"", ""Crime""]",8.2,924653,2000
tt10872600,https://www.imdb.com/title/tt10872600/,"Spider-Man: No Way Home","[""Action"", ""Adventure"", ""Fantasy""]",8.2,908959,2021
tt0066921,https://www.imdb.com/title/tt0066921/,"A Clockwork Orange","[""Crime"", ""Sci-Fi""]",8.2,893687,1971
tt1392214,https://www.imdb.com/title/tt1392214/,Prisoners,"[""Crime"", ""Drama"", ""Mystery""]",8.2,834479,2013
tt0097576,https://www.imdb.com/title/tt0097576/,"Indiana Jones and the Last Crusade","[""Action"", ""Adventure""]",8.2,822083,1989
tt0093058,https://www.imdb.com/title/tt0093058/,"Full Metal Jacket","[""Drama"", ""War""]",8.2,803611,1987
tt1745960,https://www.imdb.com/title/tt1745960/,"Top Gun: Maverick","[""Action"", ""Drama""]",8.2,734119,2022
tt0457430,https://www.imdb.com/title/tt0457430/,"Pan's Labyrinth","[""Drama"", ""Fantasy"", ""War""]",8.2,711630,2006
tt8579674,https://www.imdb.com/title/tt8579674/,1917,"[""Action"", ""Drama"", ""History""]",8.2,698070,2019
tt0469494,https://www.imdb.com/title/tt0469494/,"There Will Be Blood","[""Drama""]",8.2,652493,2007
tt0119488,https://www.imdb.com/title/tt0119488/,"L.A. Confidential","[""Crime"", ""Drama"", ""Mystery""]",8.2,626730,1997
tt6966692,https://www.imdb.com/title/tt6966692/,"Green Book","[""Biography"", ""Comedy"", ""Drama""]",8.2,596395,2018
tt0071853,https://www.imdb.com/title/tt0071853/,"Monty Python and the Holy Grail","[""Adventure"", ""Comedy"", ""Fantasy""]",8.2,577420,1975
tt0112641,https://www.imdb.com/title/tt0112641/,Casino,"[""Crime"", ""Drama""]",8.2,575127,1995
tt0084787,https://www.imdb.com/title/tt0084787/,"The Thing","[""Horror"", ""Mystery"", ""Sci-Fi""]",8.2,479250,1982
tt0347149,https://www.imdb.com/title/tt0347149/,"Howl's Moving Castle","[""Adventure"", ""Animation"", ""Family""]",8.2,463759,2004
tt0105695,https://www.imdb.com/title/tt0105695/,Unforgiven,"[""Drama"", ""Western""]",8.2,442729,1992
tt0363163,https://www.imdb.com/title/tt0363163/,Downfall,"[""Biography"", ""Drama"", ""History""]",8.2,380189,2004
tt0031381,https://www.imdb.com/title/tt0031381/,"Gone with the Wind","[""Drama"", ""Romance"", ""War""]",8.2,338880,1939
tt0053291,https://www.imdb.com/title/tt0053291/,"Some Like It Hot","[""Comedy"", ""Music"", ""Romance""]",8.2,287707,1959
tt0059578,https://www.imdb.com/title/tt0059578/,"For a Few Dollars More","[""Drama"", ""Western""]",8.2,280207,1965
tt0080678,https://www.imdb.com/title/tt0080678/,"The Elephant Man","[""Biography"", ""Drama""]",8.2,262677,1980
tt0057115,https://www.imdb.com/title/tt0057115/,"The Great Escape","[""Adventure"", ""Drama"", ""Thriller""]",8.2,262562,1963
tt1305806,https://www.imdb.com/title/tt1305806/,"The Secret in Their Eyes","[""Drama"", ""Mystery"", ""Romance""]",8.2,226104,2009
tt10272386,https://www.imdb.com/title/tt10272386/,"The Father","[""Drama"", ""Mystery""]",8.2,201215,2020
tt4729430,https://www.imdb.com/title/tt4729430/,Klaus,"[""Adventure"", ""Animation"", ""Comedy""]",8.2,195427,2019
tt0046912,https://www.imdb.com/title/tt0046912/,"Dial M for Murder","[""Crime"", ""Thriller""]",8.2,192505,1954
tt0042876,https://www.imdb.com/title/tt0042876/,Rashomon,"[""Crime"", ""Drama"", ""Mystery""]",8.2,184057,1950
tt10698680,https://www.imdb.com/title/tt10698680/,"K.G.F: Chapter 2","[""Action"", ""Crime"", ""Drama""]",8.2,153529,2022
tt0042192,https://www.imdb.com/title/tt0042192/,"All About Eve","[""Drama""]",8.2,140827,1950
tt0089881,https://www.imdb.com/title/tt0089881/,Ran,"[""Action"", ""Drama"", ""War""]",8.2,138918,1985
tt0012349,https://www.imdb.com/title/tt0012349/,"The Kid","[""Comedy"", ""Drama"", ""Family""]",8.2,137265,1921
tt0040897,https://www.imdb.com/title/tt0040897/,"The Treasure of the Sierra Madre","[""Adventure"", ""Drama"", ""Western""]",8.2,134232,1948
tt0055630,https://www.imdb.com/title/tt0055630/,Yojimbo,"[""Action"", ""Drama"", ""Thriller""]",8.2,133786,1961
tt4849438,https://www.imdb.com/title/tt4849438/,"Baahubali 2: The Conclusion","[""Action"", ""Drama"", ""Fantasy""]",8.2,118118,2017
tt5813916,https://www.imdb.com/title/tt5813916/,"The Mountain II","[""Action"", ""Drama"", ""War""]",8.2,110835,2016
tt1954470,https://www.imdb.com/title/tt1954470/,"Gangs of Wasseypur","[""Action"", ""Comedy"", ""Crime""]",8.2,105641,2012
tt8108198,https://www.imdb.com/title/tt8108198/,Andhadhun,"[""Crime"", ""Mystery"", ""Thriller""]",8.2,105388,2018
tt15327088,https://www.imdb.com/title/tt15327088/,Kantara,"[""Action"", ""Adventure"", ""Drama""]",8.2,105011,2022
tt7838252,https://www.imdb.com/title/tt7838252/,"K.G.F: Chapter 1","[""Action"", ""Crime"", ""Drama""]",8.2,100997,2018
tt0367110,https://www.imdb.com/title/tt0367110/,Swades,"[""Drama"", ""Musical""]",8.2,99818,2004
tt4430212,https://www.imdb.com/title/tt4430212/,Drishyam,"[""Crime"", ""Drama"", ""Mystery""]",8.2,97790,2015
tt0476735,https://www.imdb.com/title/tt0476735/,"My Father and My Son","[""Drama"", ""Family""]",8.2,94506,2005
tt1562872,https://www.imdb.com/title/tt1562872/,"Zindagi Na Milegi Dobara","[""Comedy"", ""Drama"", ""Musical""]",8.2,87925,2011
tt0118849,https://www.imdb.com/title/tt0118849/,"Children of Heaven","[""Drama"", ""Family"", ""Sport""]",8.2,82567,1997
tt1645089,https://www.imdb.com/title/tt1645089/,"Inside Job","[""Crime"", ""Documentary""]",8.2,80034,2010
tt11032374,https://www.imdb.com/title/tt11032374/,"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train","[""Action"", ""Adventure"", ""Animation""]",8.2,77867,2020
tt0242519,https://www.imdb.com/title/tt0242519/,"Hera Pheri","[""Action"", ""Comedy"", ""Crime""]",8.2,73942,2000
tt8291224,https://www.imdb.com/title/tt8291224/,"Uri: The Surgical Strike","[""Action"", ""Drama"", ""History""]",8.2,73897,2019
tt2125608,https://www.imdb.com/title/tt2125608/,"Searching for Sugar Man","[""Biography"", ""Documentary"", ""Music""]",8.2,73679,2012
tt2356180,https://www.imdb.com/title/tt2356180/,"Bhaag Milkha Bhaag","[""Biography"", ""Drama"", ""Sport""]",8.2,73283,2013
tt8239946,https://www.imdb.com/title/tt8239946/,Tumbbad,"[""Drama"", ""Fantasy"", ""Horror""]",8.2,64444,2018
tt0015324,https://www.imdb.com/title/tt0015324/,"Sherlock Jr.","[""Action"", ""Comedy"", ""Romance""]",8.2,58727,1924
tt10431500,https://www.imdb.com/title/tt10431500/,"Miracle in Cell No. 7","[""Drama""]",8.2,57147,2019
tt6148156,https://www.imdb.com/title/tt6148156/,"Vikram Vedha","[""Action"", ""Crime"", ""Drama""]",8.2,51570,2017
tt15501640,https://www.imdb.com/title/tt15501640/,"Drishyam 2","[""Crime"", ""Drama"", ""Mystery""]",8.2,46518,2022
tt6316138,https://www.imdb.com/title/tt6316138/,"Ayla: The Daughter of War","[""Biography"", ""Drama"", ""History""]",8.2,44621,2017
tt20256528,https://www.imdb.com/title/tt20256528/,"What Is a Woman?","[""Documentary""]",8.2,44514,2022
tt0085809,https://www.imdb.com/title/tt0085809/,Koyaanisqatsi,"[""Documentary"", ""Music""]",8.2,42381,1982
tt2375605,https://www.imdb.com/title/tt2375605/,"The Act of Killing","[""Biography"", ""Crime"", ""Documentary""]",8.2,41407,2012
tt0048473,https://www.imdb.com/title/tt0048473/,"Pather Panchali","[""Drama""]",8.2,39249,1955
tt7905466,https://www.imdb.com/title/tt7905466/,"They Shall Not Grow Old","[""Documentary"", ""History"", ""War""]",8.2,38971,2018
tt1620933,https://www.imdb.com/title/tt1620933/,"Paan Singh Tomar","[""Action"", ""Biography"", ""Crime""]",8.2,38330,2012
tt5895028,https://www.imdb.com/title/tt5895028/,13th,"[""Crime"", ""Documentary"", ""History""]",8.2,38046,2016
tt0071411,https://www.imdb.com/title/tt0071411/,"Dersu Uzala","[""Adventure"", ""Biography"", ""Drama""]",8.2,34144,1975
tt5929776,https://www.imdb.com/title/tt5929776/,"The First Born","[""Documentary"", ""News""]",8.2,29084,2016
tt0045274,https://www.imdb.com/title/tt0045274/,"Umberto D.","[""Drama""]",8.2,28746,1952
tt7392212,https://www.imdb.com/title/tt7392212/,Rangasthalam,"[""Action"", ""Drama""]",8.2,28303,2018
tt4983780,https://www.imdb.com/title/tt4983780/,Maanaadu,"[""Action"", ""Adventure"", ""Sci-Fi""]",8.2,25780,2021
tt0049902,https://www.imdb.com/title/tt0049902/,"A Man Escaped","[""Drama"", ""Thriller"", ""War""]",8.2,25600,1956
tt0466460,https://www.imdb.com/title/tt0466460/,"Khosla Ka Ghosla!","[""Comedy"", ""Crime"", ""Drama""]",8.2,25340,2006
tt0100234,https://www.imdb.com/title/tt0100234/,Close-Up,"[""Biography"", ""Crime"", ""Drama""]",8.2,23881,1990
tt0042804,https://www.imdb.com/title/tt0042804/,"The Young and the Damned","[""Crime"", ""Drama""]",8.2,22382,1950
tt26458038,https://www.imdb.com/title/tt26458038/,"Manjummel Boys","[""Adventure"", ""Drama"", ""Thriller""]",8.2,22211,2024
tt0054248,https://www.imdb.com/title/tt0054248/,"Rocco and His Brothers","[""Crime"", ""Drama"", ""Sport""]",8.2,22031,1960
tt0041154,https://www.imdb.com/title/tt0041154/,"Late Spring","[""Comedy"", ""Drama""]",8.2,19816,1949
tt0070233,https://www.imdb.com/title/tt0070233/,"Ivan Vasilyevich Changes His Profession","[""Adventure"", ""Comedy"", ""Sci-Fi""]",8.2,18856,1973
tt0117293,https://www.imdb.com/title/tt0117293/,"Paradise Lost: The Child Murders at Robin Hood Hills","[""Crime"", ""Documentary""]",8.2,18471,1996
tt0100332,https://www.imdb.com/title/tt0100332/,"Paris Is Burning","[""Documentary""]",8.2,18390,1990
tt7019942,https://www.imdb.com/title/tt7019942/,"Super Deluxe","[""Comedy"", ""Crime"", ""Drama""]",8.2,18120,2019
tt5460658,https://www.imdb.com/title/tt5460658/,"Life and a Day","[""Drama""]",8.2,17973,2016
tt2181831,https://www.imdb.com/title/tt2181831/,Shahid,"[""Biography"", ""Drama""]",8.2,17929,2012
tt25433734,https://www.imdb.com/title/tt25433734/,"Hi Nanna","[""Drama"", ""Family"", ""Romance""]",8.2,17878,2023
tt0048452,https://www.imdb.com/title/tt0048452/,Ordet,"[""Drama""]",8.2,17771,1955
tt0081059,https://www.imdb.com/title/tt0081059/,"The Lion of the Desert","[""Biography"", ""Drama"", ""History""]",8.2,17729,1980
tt0422320,https://www.imdb.com/title/tt0422320/,Ghilli,"[""Action"", ""Drama"", ""Romance""]",8.2,17657,2004
tt0050371,https://www.imdb.com/title/tt0050371/,"A Face in the Crowd","[""Drama"", ""Music""]",8.2,17574,1957
tt7060460,https://www.imdb.com/title/tt7060460/,"Theeran Adhigaram Ondru","[""Action"", ""Crime"", ""Thriller""]",8.2,17423,2017
tt6380520,https://www.imdb.com/title/tt6380520/,"Dhuruvangal Pathinaaru","[""Crime"", ""Drama"", ""Mystery""]",8.2,17213,2016
tt2218988,https://www.imdb.com/title/tt2218988/,"Ustad Hotel","[""Comedy"", ""Drama""]",8.2,17035,2012
tt0048956,https://www.imdb.com/title/tt0048956/,Aparajito,"[""Drama""]",8.2,16371,1956
tt0471571,https://www.imdb.com/title/tt0471571/,Athadu,"[""Action"", ""Crime"", ""Drama""]",8.2,15298,2005
tt0023042,https://www.imdb.com/title/tt0023042/,"I Am a Fugitive from a Chain Gang","[""Crime"", ""Drama"", ""Film-Noir""]",8.2,14736,1932
tt1180583,https://www.imdb.com/title/tt1180583/,"Vaaranam Aayiram","[""Action"", ""Drama"", ""Musical""]",8.2,14637,2008
tt9500372,https://www.imdb.com/title/tt9500372/,"Pocket Hercules: Naim Süleymanoglu","[""Biography"", ""Drama"", ""History""]",8.2,14369,2019
tt3569782,https://www.imdb.com/title/tt3569782/,Jigarthanda,"[""Comedy"", ""Crime"", ""Drama""]",8.2,13833,2014
tt9124428,https://www.imdb.com/title/tt9124428/,Champion,"[""Biography"", ""Drama"", ""Romance""]",8.2,13427,2018
tt0101985,https://www.imdb.com/title/tt0101985/,"A Brighter Summer Day","[""Crime"", ""Drama"", ""Romance""]",8.2,13315,1991
tt0056512,https://www.imdb.com/title/tt0056512/,"The Easy Life","[""Comedy"", ""Drama""]",8.2,12963,1962
tt0111341,https://www.imdb.com/title/tt0111341/,Satantango,"[""Drama""]",8.2,12888,1994
tt0052600,https://www.imdb.com/title/tt0052600/,"Ballad of a Soldier","[""Drama"", ""Romance"", ""War""]",8.2,11550,1959
tt0058604,https://www.imdb.com/title/tt0058604/,"I Am Cuba","[""Drama""]",8.2,11031,1964
tt0076727,https://www.imdb.com/title/tt0076727/,"Office Romance","[""Comedy"", ""Drama"", ""Romance""]",8.2,10632,1977
tt0075404,https://www.imdb.com/title/tt0075404/,"The Ascent","[""Drama"", ""War""]",8.2,10468,1977
tt0843326,https://www.imdb.com/title/tt0843326/,Bommarillu,"[""Comedy"", ""Drama"", ""Romance""]",8.2,10266,2006
tt3153634,https://www.imdb.com/title/tt3153634/,Hope,"[""Drama""]",8.2,10142,2013
tt0325980,https://www.imdb.com/title/tt0325980/,"Pirates of the Caribbean: The Curse of the Black Pearl","[""Action"", ""Adventure"", ""Fantasy""]",8.1,1233353,2003
tt0434409,https://www.imdb.com/title/tt0434409/,"V for Vendetta","[""Action"", ""Drama"", ""Sci-Fi""]",8.1,1193634,2005
tt1392190,https://www.imdb.com/title/tt1392190/,"Mad Max: Fury Road","[""Action"", ""Adventure"", ""Sci-Fi""]",8.1,1133756,2015
tt0264464,https://www.imdb.com/title/tt0264464/,"Catch Me If You Can","[""Biography"", ""Crime"", ""Drama""]",8.1,1123234,2002
tt2267998,https://www.imdb.com/title/tt2267998/,"Gone Girl","[""Drama"", ""Mystery"", ""Thriller""]",8.1,1089905,2014
tt0198781,https://www.imdb.com/title/tt0198781/,"Monsters, Inc.","[""Adventure"", ""Animation"", ""Comedy""]",8.1,1000169,2001
tt1201607,https://www.imdb.com/title/tt1201607/,"Harry Potter and the Deathly Hallows: Part 2","[""Adventure"", ""Family"", ""Fantasy""]",8.1,967154,2011
tt0088247,https://www.imdb.com/title/tt0088247/,"The Terminator","[""Action"", ""Adventure"", ""Sci-Fi""]",8.1,942107,1984
tt2278388,https://www.imdb.com/title/tt2278388/,"The Grand Budapest Hotel","[""Adventure"", ""Comedy"", ""Crime""]",8.1,902754,2014
tt0118715,https://www.imdb.com/title/tt0118715/,"The Big Lebowski","[""Comedy"", ""Crime""]",8.1,872840,1998
tt3315342,https://www.imdb.com/title/tt3315342/,Logan,"[""Action"", ""Drama"", ""Sci-Fi""]",8.1,863011,2017
tt0382932,https://www.imdb.com/title/tt0382932/,Ratatouille,"[""Adventure"", ""Animation"", ""Comedy""]",8.1,850602,2007
tt0083658,https://www.imdb.com/title/tt0083658/,"Blade Runner","[""Action"", ""Drama"", ""Sci-Fi""]",8.1,835954,1982
tt2096673,https://www.imdb.com/title/tt2096673/,"Inside Out","[""Adventure"", ""Animation"", ""Comedy""]",8.1,833274,2015
tt1205489,https://www.imdb.com/title/tt1205489/,"Gran Torino","[""Drama""]",8.1,824708,2008
tt0892769,https://www.imdb.com/title/tt0892769/,"How to Train Your Dragon","[""Action"", ""Adventure"", ""Animation""]",8.1,816833,2010
tt2024544,https://www.imdb.com/title/tt2024544/,"12 Years a Slave","[""Biography"", ""Drama"", ""History""]",8.1,750787,2013
tt0116282,https://www.imdb.com/title/tt0116282/,Fargo,"[""Crime"", ""Thriller""]",8.1,737619,1996
tt0117951,https://www.imdb.com/title/tt0117951/,Trainspotting,"[""Drama""]",8.1,735755,1996
tt0405159,https://www.imdb.com/title/tt0405159/,"Million Dollar Baby","[""Drama"", ""Sport""]",8.1,731073,2004
tt0073195,https://www.imdb.com/title/tt0073195/,Jaws,"[""Adventure"", ""Drama"", ""Thriller""]",8.1,676025,1975
tt0758758,https://www.imdb.com/title/tt0758758/,"Into the Wild","[""Adventure"", ""Biography"", ""Drama""]",8.1,666541,2007
tt0075148,https://www.imdb.com/title/tt0075148/,Rocky,"[""Drama"", ""Sport""]",8.1,641243,1976
tt0120735,https://www.imdb.com/title/tt0120735/,"Lock, Stock and Two Smoking Barrels","[""Action"", ""Comedy"", ""Crime""]",8.1,624238,1998
tt2119532,https://www.imdb.com/title/tt2119532/,"Hacksaw Ridge","[""Biography"", ""Drama"", ""History""]",8.1,612462,2016
tt5027774,https://www.imdb.com/title/tt5027774/,"Three Billboards Outside Ebbing, Missouri","[""Comedy"", ""Crime"", ""Drama""]",8.1,565752,2017
tt0097165,https://www.imdb.com/title/tt0097165/,"Dead Poets Society","[""Comedy"", ""Drama""]",8.1,563547,1989
tt1979320,https://www.imdb.com/title/tt1979320/,Rush,"[""Action"", ""Biography"", ""Drama""]",8.1,522151,2013
tt1895587,https://www.imdb.com/title/tt1895587/,Spotlight,"[""Biography"", ""Crime"", ""Drama""]",8.1,508632,2015
tt1291584,https://www.imdb.com/title/tt1291584/,Warrior,"[""Action"", ""Drama"", ""Sport""]",8.1,504157,2011
tt1454029,https://www.imdb.com/title/tt1454029/,"The Help","[""Drama""]",8.1,501197,2011
tt1950186,https://www.imdb.com/title/tt1950186/,"Ford v Ferrari","[""Action"", ""Biography"", ""Drama""]",8.1,497271,2019
tt0070047,https://www.imdb.com/title/tt0070047/,"The Exorcist","[""Horror""]",8.1,464708,1973
tt3170832,https://www.imdb.com/title/tt3170832/,Room,"[""Drama"", ""Thriller""]",8.1,458251,2015
tt0092005,https://www.imdb.com/title/tt0092005/,"Stand by Me","[""Adventure"", ""Comedy"", ""Drama""]",8.1,451272,1986
tt0091763,https://www.imdb.com/title/tt0091763/,Platoon,"[""Drama"", ""War""]",8.1,446197,1986
tt0032138,https://www.imdb.com/title/tt0032138/,"The Wizard of Oz","[""Adventure"", ""Family"", ""Fantasy""]",8.1,435524,1939
tt0096283,https://www.imdb.com/title/tt0096283/,"My Neighbor Totoro","[""Animation"", ""Comedy"", ""Family""]",8.1,391625,1988
tt0081398,https://www.imdb.com/title/tt0081398/,"Raging Bull","[""Biography"", ""Drama"", ""Sport""]",8.1,386038,1980
tt0395169,https://www.imdb.com/title/tt0395169/,"Hotel Rwanda","[""Biography"", ""Drama"", ""History""]",8.1,377316,2004
tt0077416,https://www.imdb.com/title/tt0077416/,"The Deer Hunter","[""Drama"", ""War""]",8.1,367612,1978
tt0071315,https://www.imdb.com/title/tt0071315/,Chinatown,"[""Drama"", ""Mystery"", ""Thriller""]",8.1,356335,1974
tt0112471,https://www.imdb.com/title/tt0112471/,"Before Sunrise","[""Drama"", ""Romance""]",8.1,347491,1995
tt1028532,https://www.imdb.com/title/tt1028532/,"Hachi: A Dog's Tale","[""Biography"", ""Drama"", ""Family""]",8.1,318119,2009
tt0381681,https://www.imdb.com/title/tt0381681/,"Before Sunset","[""Drama"", ""Romance""]",8.1,293787,2004
tt0059742,https://www.imdb.com/title/tt0059742/,"The Sound of Music","[""Biography"", ""Drama"", ""Family""]",8.1,266511,1965
tt0052618,https://www.imdb.com/title/tt0052618/,Ben-Hur,"[""Adventure"", ""Drama""]",8.1,257044,1959
tt0050212,https://www.imdb.com/title/tt0050212/,"The Bridge on the River Kwai","[""Adventure"", ""Drama"", ""War""]",8.1,236736,1957
tt0129167,https://www.imdb.com/title/tt0129167/,"The Iron Giant","[""Action"", ""Adventure"", ""Animation""]",8.1,234349,1999
tt0353969,https://www.imdb.com/title/tt0353969/,"Memories of Murder","[""Crime"", ""Drama"", ""Mystery""]",8.1,225627,2003
tt3011894,https://www.imdb.com/title/tt3011894/,"Wild Tales","[""Comedy"", ""Drama"", ""Thriller""]",8.1,221073,2014
tt2338151,https://www.imdb.com/title/tt2338151/,PK,"[""Comedy"", ""Drama"", ""Sci-Fi""]",8.1,205357,2014
tt0113247,https://www.imdb.com/title/tt0113247/,"La haine","[""Crime"", ""Drama""]",8.1,202495,1995
tt0050976,https://www.imdb.com/title/tt0050976/,"The Seventh Seal","[""Drama"", ""Fantasy""]",8.1,202270,1957
tt0061512,https://www.imdb.com/title/tt0061512/,"Cool Hand Luke","[""Crime"", ""Drama""]",8.1,191293,1967
tt0107207,https://www.imdb.com/title/tt0107207/,"In the Name of the Father","[""Biography"", ""Crime"", ""Drama""]",8.1,190358,1993
tt0978762,https://www.imdb.com/title/tt0978762/,"Mary and Max","[""Animation"", ""Comedy"", ""Drama""]",8.1,189441,2009
tt0072684,https://www.imdb.com/title/tt0072684/,"Barry Lyndon","[""Adventure"", ""Drama"", ""War""]",8.1,186914,1975
tt0041959,https://www.imdb.com/title/tt0041959/,"The Third Man","[""Film-Noir"", ""Mystery"", ""Thriller""]",8.1,185141,1949
tt4016934,https://www.imdb.com/title/tt4016934/,"The Handmaiden","[""Drama"", ""Romance"", ""Thriller""]",8.1,179017,2016
tt0074958,https://www.imdb.com/title/tt0074958/,Network,"[""Drama""]",8.1,173820,1976
tt0118694,https://www.imdb.com/title/tt0118694/,"In the Mood for Love","[""Drama"", ""Romance""]",8.1,170817,2000
tt0047296,https://www.imdb.com/title/tt0047296/,"On the Waterfront","[""Crime"", ""Drama"", ""Thriller""]",8.1,167812,1954
tt0032976,https://www.imdb.com/title/tt0032976/,Rebecca,"[""Drama"", ""Mystery"", ""Romance""]",8.1,149161,1940
tt0053198,https://www.imdb.com/title/tt0053198/,"The 400 Blows","[""Crime"", ""Drama""]",8.1,129555,1959
tt0087884,https://www.imdb.com/title/tt0087884/,"Paris, Texas","[""Drama""]",8.1,124587,1984
tt0405508,https://www.imdb.com/title/tt0405508/,"Rang De Basanti","[""Comedy"", ""Crime"", ""Drama""]",8.1,123206,2006
